t,gyro_z,RF_rpm,RF_cur,FL_rpm,FL_cur,RR_rpm,RR_cur,RL_rpm,RL_cur
2.1576,0.296,15,14.0234375,107,14.1328125,0,14.0,99,15.609375
2.1617,0.296,-4,12.625,102,12.1015625,0,14.0,99,15.609375
2.164,0.2577,-4,12.625,102,12.1015625,0,14.0,99,15.609375
2.1677,0.2577,-4,12.625,102,12.1015625,0,14.0,99,15.609375
2.1717,0.2577,-4,12.625,102,12.1015625,0,12.4453125,100,13.875
2.1771,0.2564,-4,12.625,102,12.1015625,0,12.4453125,100,13.875
2.1842,0.2564,7,13.53125,105,13.7109375,0,12.4453125,100,13.875
2.1865,0.2503,7,13.53125,105,13.7109375,0,12.4453125,100,13.875
2.1899,0.2503,7,13.53125,105,13.7109375,0,12.4453125,100,13.875
2.1942,0.2503,7,13.53125,105,13.7109375,4,13.4296875,99,14.8515625
2.1969,0.2877,7,13.53125,105,13.7109375,4,13.4296875,99,14.8515625
2.2016,0.2877,0,11.890625,111,13.1171875,4,13.4296875,99,14.8515625
2.2052,0.2425,0,11.890625,111,13.1171875,4,13.4296875,99,14.8515625
2.2082,0.2425,0,11.890625,111,13.1171875,4,13.4296875,99,14.8515625
2.2141,0.2425,0,11.890625,111,13.1171875,4,13.4296875,94,15.046875
2.216,0.2019,0,11.890625,111,13.1171875,4,13.4296875,94,15.046875
2.2235,0.2019,0,13.4375,113,11.4375,17,15.3671875,94,15.046875
2.2259,0.2702,0,13.4375,113,11.4375,17,15.3671875,94,15.046875
2.2274,0.2702,0,13.4375,113,11.4375,17,15.3671875,94,15.046875
2.2334,0.2702,0,13.4375,113,11.4375,17,15.3671875,100,14.4765625
2.2359,0.2811,0,13.4375,113,11.4375,17,15.3671875,100,14.4765625
2.242,0.2811,0,13.625,113,11.4375,45,18.640625,100,14.4765625
2.2453,0.2683,0,13.625,113,11.4375,45,18.640625,100,14.4765625
2.2481,0.2683,0,13.625,113,11.4375,45,18.640625,100,14.4765625
2.2532,0.2683,0,13.625,110,11.453125,22,15.703125,90,13.8046875
2.2559,0.3352,0,13.625,110,11.453125,22,15.703125,90,13.8046875
2.2621,0.3352,0,12.7734375,110,11.453125,22,15.703125,90,13.8046875
2.2651,0.3423,0,12.7734375,110,11.453125,22,15.703125,90,13.8046875
2.2687,0.3423,0,12.7734375,110,11.453125,22,15.703125,90,13.8046875
2.2733,0.3423,0,12.7734375,114,12.0703125,22,15.703125,94,13.7421875
2.2766,0.29,0,12.7734375,114,12.0703125,22,15.703125,94,13.7421875
2.2816,0.29,0,12.96875,115,11.2890625,27,15.1328125,94,13.7421875
2.2838,0.3334,0,12.96875,115,11.2890625,27,15.1328125,94,13.7421875
2.2882,0.3334,0,12.96875,115,11.2890625,27,15.1328125,94,13.7421875
2.2928,0.3334,0,12.96875,115,11.2890625,27,15.1328125,91,15.1875
2.2957,0.309,0,12.96875,115,11.2890625,27,15.1328125,91,15.1875
2.3046,0.3085,0,12.96875,115,11.2890625,27,15.1328125,91,15.1875
2.3051,0.3085,-7,12.828125,115,11.2890625,30,16.015625,91,15.1875
2.3074,0.3085,-7,12.828125,115,11.2890625,30,16.015625,91,15.1875
2.3129,0.3085,-7,12.828125,109,11.578125,30,16.015625,94,11.46875
2.3148,0.3022,-7,12.828125,109,11.578125,30,16.015625,94,11.46875
2.3212,0.3022,-2,11.7109375,109,11.578125,30,12.5078125,94,11.46875
2.325,0.1382,-2,11.7109375,109,11.578125,30,12.5078125,94,11.46875
2.326,0.1382,-2,11.7109375,109,11.578125,30,12.5078125,94,11.46875
2.3334,0.1382,-2,11.7109375,102,6.42578125,30,12.5078125,88,7.5859375
2.3357,0.0889,-2,11.7109375,102,6.42578125,30,12.5078125,88,7.5859375
2.3414,0.0889,3,19.296875,102,6.42578125,22,18.953125,88,7.5859375
